name	description	inchi	inchi_key
"trans-4-[({[(2-Oxo-4-phenyl-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(2-oxo-4-phenyl-2H-1-benzopyran-7-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H25NO6/c27-23(26-14-16-6-8-18(9-7-16)25(29)30)15-31-19-10-11-20-21(17-4-2-1-3-5-17)13-24(28)32-22(20)12-19/h1-5,10-13,16,18H,6-9,14-15H2,(H,26,27)(H,29,30)/t16-,18-
"	CSVNPYRZUMFKON-SAABIXHNSA-N
"trans-4-[({2-[(4-Methyl-6-oxo-6H-benzo[c]chromen-3-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(4-methyl-6-oxo-6H-dibenzo[b,d]pyran-3-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H27NO6/c1-14-21(12-11-19-18-5-3-4-6-20(18)25(30)32-22(14)19)31-15(2)23(27)26-13-16-7-9-17(10-8-16)24(28)29/h3-6,11-12,15-17H,7-10,13H2,1-2H3,(H,26,27)(H,28,29)/t15?,16-,17-
"	AWLOHOKCXNGHMM-ATBAIXNZSA-N
"trans-4-[({[(4,8,8-Trimethyl-2-oxo-9,10-dihydro-2H,8H-pyrano[2,3-f]chromen-5-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(9,10-dihydro-4,8,8-trimethyl-2-oxo-2H,8H-benzo[1,2-b:3,4-b']dipyran-5-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H31NO7/c1-14-10-21(28)32-23-17-8-9-25(2,3)33-18(17)11-19(22(14)23)31-13-20(27)26-12-15-4-6-16(7-5-15)24(29)30/h10-11,15-16H,4-9,12-13H2,1-3H3,(H,26,27)(H,29,30)/t15-,16-
"	MYFWYMUMGWMICB-WKILWMFISA-N
"trans-4-[({2-[(4-Butyl-7-methyl-2-oxo-2H-chromen-5-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(4-butyl-7-methyl-2-oxo-2H-1-benzopyran-5-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H33NO6/c1-4-5-6-19-13-22(27)32-21-12-15(2)11-20(23(19)21)31-16(3)24(28)26-14-17-7-9-18(10-8-17)25(29)30/h11-13,16-18H,4-10,14H2,1-3H3,(H,26,28)(H,29,30)/t16?,17-,18-
"	GTDLOAQTYBOVIN-ZNUUHSPMSA-N
"L-Cysteine, N-acetyl-S-[[(2R,3S,4R)-2-[(S)-(1S)-2-cyclohexen-1-ylhydroxymethyl]-4-hexyl-3-hydroxy-3-methyl-5-oxo-2-pyrrolidinyl]carbonyl]-, methyl ester
Methyl N-acetyl-S-({(2R,3S,4R)-2-[(S)-(1S)-2-cyclohexen-1-yl(hydroxy)methyl]-4-hexyl-3-hydroxy-3-methyl-5-oxo-2-pyrrolidinyl}carbonyl)-L-cysteinate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H40N2O7S/c1-5-6-7-11-14-18-21(30)27-25(24(18,3)33,20(29)17-12-9-8-10-13-17)23(32)35-15-19(22(31)34-4)26-16(2)28/h9,12,17-20,29,33H,5-8,10-11,13-15H2,1-4H3,(H,26,28)(H,27,30)
"	GMTRMEITDRYTSO-UHFFFAOYSA-N
"2,4,8,10,14-Heptadecapentaenamide, 7,13-dihydroxy-N-[(1S)-2-hydroxy-1-methylethyl]-2,10,12,14,16-pentamethyl-, (2E,4E,8E,10E,12R,13R,14E)-
(2E,4E,8E,10E,12R,13R,14E)-7,13-Dihydroxy-N-[(2S)-1-hydroxy-2-propanyl]-2,10,12,14,16-pentamethyl-2,4,8,10,14-heptadecapentaenamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H41NO4/c1-17(2)14-20(5)24(29)21(6)15-18(3)12-13-23(28)11-9-8-10-19(4)25(30)26-22(7)16-27/h8-10,12-15,17,21-24,27-29H,11,16H2,1-7H3,(H,26,30)
"	GADFOYPOADGIMS-UHFFFAOYSA-N
"(6R)-5,6-Anhydro-6-{(2S,3E,5E)-6-[(2S,3S,6R)-6-(carboxymethyl)-3-methyltetrahydro-2H-pyran-2-yl]-2-methyl-3,5-heptadien-1-yl}-1,4-dideoxy-4,6-dimethyl-3-O-methyl-L-glucitol
D-glycero-L-talo-Heptitol, 2,3-anhydro-2-C-[(2S,3E,5E)-6-[(2S,3S,6R)-6-(carboxymethyl)tetrahydro-3-methyl-2H-pyran-2-yl]-2-methyl-3,5-heptadien-1-yl]-1,4,7-trideoxy-4-methyl-5-O-methyl-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C25H42O6/c1-15(14-25(6)24(31-25)18(4)23(29-7)19(5)26)9-8-10-16(2)22-17(3)11-12-20(30-22)13-21(27)28/h8-10,15,17-20,22-24,26H,11-14H2,1-7H3,(H,27,28)
"	ISZXEMUWHQLLTC-UHFFFAOYSA-N
"(1S)-1,5-Anhydro-1-[(9S)-7-hydroxy-1,3,10-trioxo-2,3,8,9,10,12-hexahydro-1H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-9-yl]-D-glucitol
D-Glucitol, 1,5-anhydro-1-C-[(9S)-2,3,8,9,10,12-hexahydro-7-hydroxy-1,3,10-trioxo-1H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-9-yl]-, (1S)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H21N3O9/c30-6-15-22(34)23(35)24(36)25(38-15)9-3-8-12(4-13(9)32)28-21-17(8)18-11(5-27-26(18)37)16-10-1-7(31)2-14(33)19(10)29-20(16)21/h1,4-5,9,15,22-25,28,30,34-37H,2-3,6H2/t9?,15-,22-,23+,24-,25+/m1/s1
"	BRFHINXURGEQKJ-FKKAOLSPSA-N
"trans-4-[({2-[(6-Chloro-2-oxo-4-phenyl-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(6-chloro-2-oxo-4-phenyl-2H-1-benzopyran-7-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H26ClNO6/c1-15(25(30)28-14-16-7-9-18(10-8-16)26(31)32)33-23-13-22-20(11-21(23)27)19(12-24(29)34-22)17-5-3-2-4-6-17/h2-6,11-13,15-16,18H,7-10,14H2,1H3,(H,28,30)(H,31,32)/t15?,16-,18-
"	JVVQEBDBIRUGIE-CPONINCNSA-N
"N-(Tetrahydro-2-furanylmethyl)-1-(3,4,5-trimethoxyphenyl)-2H-beta-carboline-3-carboxamide
2H-Pyrido[3,4-b]indole-3-carboxamide, N-[(tetrahydro-2-furanyl)methyl]-1-(3,4,5-trimethoxyphenyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H27N3O5/c1-31-21-11-15(12-22(32-2)25(21)33-3)23-24-18(17-8-4-5-9-19(17)28-24)13-20(29-23)26(30)27-14-16-7-6-10-34-16/h4-5,8-9,11-13,16,29H,6-7,10,14H2,1-3H3,(H,27,30)
"	UJTKFAJRHSQRMS-UHFFFAOYSA-N
"trans-4-[({[(8-Methyl-2-oxo-4-phenyl-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(8-methyl-2-oxo-4-phenyl-2H-1-benzopyran-7-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H27NO6/c1-16-22(32-15-23(28)27-14-17-7-9-19(10-8-17)26(30)31)12-11-20-21(13-24(29)33-25(16)20)18-5-3-2-4-6-18/h2-6,11-13,17,19H,7-10,14-15H2,1H3,(H,27,28)(H,30,31)/t17-,19-
"	GSYNRNQTBJWZIV-UAPYVXQJSA-N
"trans-4-[({2-[(2-Oxo-4-phenyl-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[1-oxo-2-[(2-oxo-4-phenyl-2H-1-benzopyran-7-yl)oxy]propyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H27NO6/c1-16(25(29)27-15-17-7-9-19(10-8-17)26(30)31)32-20-11-12-21-22(18-5-3-2-4-6-18)14-24(28)33-23(21)13-20/h2-6,11-14,16-17,19H,7-10,15H2,1H3,(H,27,29)(H,30,31)/t16?,17-,19-
"	BRIRKFJSVSFJIQ-UTPHLMKXSA-N
"trans-4-{[({[4-(4-Methoxyphenyl)-2-oxo-2H-chromen-7-yl]oxy}acetyl)amino]methyl}cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[[4-(4-methoxyphenyl)-2-oxo-2H-1-benzopyran-7-yl]oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H27NO7/c1-32-19-8-6-17(7-9-19)22-13-25(29)34-23-12-20(10-11-21(22)23)33-15-24(28)27-14-16-2-4-18(5-3-16)26(30)31/h6-13,16,18H,2-5,14-15H2,1H3,(H,27,28)(H,30,31)/t16-,18-
"	ZMGPMCNHOUGQGK-SAABIXHNSA-N
"2H-Pyrido[3,4-b]indole-3-carboxamide, 1-(4-methylphenyl)-N-[3-(4-morpholinyl)propyl]-
1-(4-Methylphenyl)-N-[3-(4-morpholinyl)propyl]-2H-beta-carboline-3-carboxamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H28N4O2/c1-18-7-9-19(10-8-18)24-25-21(20-5-2-3-6-22(20)28-25)17-23(29-24)26(31)27-11-4-12-30-13-15-32-16-14-30/h2-3,5-10,17,29H,4,11-16H2,1H3,(H,27,31)
"	QVKXLPAYTRZQOR-UHFFFAOYSA-N
"2H-Pyrido[3,4-b]indole-3-carboxamide, 1-(3-methoxyphenyl)-N-[3-(4-morpholinyl)propyl]-
1-(3-Methoxyphenyl)-N-[3-(4-morpholinyl)propyl]-2H-beta-carboline-3-carboxamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H28N4O3/c1-32-19-7-4-6-18(16-19)24-25-21(20-8-2-3-9-22(20)28-25)17-23(29-24)26(31)27-10-5-11-30-12-14-33-15-13-30/h2-4,6-9,16-17,29H,5,10-15H2,1H3,(H,27,31)
"	KSIIEFJRZNSMGQ-UHFFFAOYSA-N
"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-chromeniumyl 2-O-beta-D-xylopyranosyl-beta-D-glucopyranoside
beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl 2-O-beta-D-xylopyranosyl-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H28O15/c27-7-18-20(34)21(35)24(41-25-22(36)19(33)15(32)8-37-25)26(40-18)39-17-6-11-13(30)4-10(28)5-16(11)38-23(17)9-1-2-12(29)14(31)3-9/h1-6,15,18-22,24-27,32-36H,7-8H2,(H3-,28,29,30,31)/t15-,18-,19+,20+,21+,22-,24-,25+,26-/m1/s1
"	ZPPQIOUITZSYAO-MNOAYJSQSA-N
"Ethyl (5Z)-5-[ethoxy(hydroxy)methylene]-2,6-dimethyl-4-(2-{(1E)-3-[(2-methyl-2-propanyl)oxy]-3-oxo-1-propen-1-yl}phenyl)-4,5-dihydro-3-pyridinecarboxylate
3-Pyridinecarboxylic acid, 4-[2-[(1E)-3-(1,1-dimethylethoxy)-3-oxo-1-propen-1-yl]phenyl]-5-(ethoxyhydroxymethylene)-4,5-dihydro-2,6-dimethyl-, ethyl ester, (5Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H33NO6/c1-8-31-24(29)21-16(3)27-17(4)22(25(30)32-9-2)23(21)19-13-11-10-12-18(19)14-15-20(28)33-26(5,6)7/h10-15,23,29H,8-9H2,1-7H3/b15-14+,24-21+
"	HRWNZPORSDJVBT-ANJOCGSNSA-N
"2-Hydroxy-5-[(3-methylbutyl)amino]-3-{[(1R,2S,4aS,8aS)-1,2,4a-trimethyl-5-methylenedecahydro-1-naphthalenyl]methyl}-1,4-benzoquinone
2,5-Cyclohexadiene-1,4-dione, 3-[[(1R,2S,4aS,8aS)-decahydro-1,2,4a-trimethyl-5-methylene-1-naphthalenyl]methyl]-2-hydroxy-5-[(3-methylbutyl)amino]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C26H39NO3/c1-16(2)11-13-27-20-14-21(28)24(30)19(23(20)29)15-26(6)18(4)10-12-25(5)17(3)8-7-9-22(25)26/h14,16,18,22,27,30H,3,7-13,15H2,1-2,4-6H3/t18-,22+,25+,26+/m0/s1
"	VNDCVHMWISOLKI-DVBYZVISSA-N
"N-Cyclohexyl-1-(3,4,5-trimethoxyphenyl)-2H-beta-carboline-3-carboxamide
2H-Pyrido[3,4-b]indole-3-carboxamide, N-cyclohexyl-1-(3,4,5-trimethoxyphenyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H29N3O4/c1-32-22-13-16(14-23(33-2)26(22)34-3)24-25-19(18-11-7-8-12-20(18)29-25)15-21(30-24)27(31)28-17-9-5-4-6-10-17/h7-8,11-15,17,30H,4-6,9-10H2,1-3H3,(H,28,31)
"	FXHLHJGGCCHNCE-UHFFFAOYSA-N
"trans-4-[({2-[(8-Methyl-2-oxo-4-phenyl-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(8-methyl-2-oxo-4-phenyl-2H-1-benzopyran-7-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H29NO6/c1-16-23(33-17(2)26(30)28-15-18-8-10-20(11-9-18)27(31)32)13-12-21-22(14-24(29)34-25(16)21)19-6-4-3-5-7-19/h3-7,12-14,17-18,20H,8-11,15H2,1-2H3,(H,28,30)(H,31,32)/t17?,18-,20-
"	HVDQBOGXNAWROE-FNNPTEEZSA-N
"trans-4-[({[(3-Benzyl-4-methyl-2-oxo-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[[4-methyl-2-oxo-3-(phenylmethyl)-2H-1-benzopyran-7-yl]oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H29NO6/c1-17-22-12-11-21(14-24(22)34-27(32)23(17)13-18-5-3-2-4-6-18)33-16-25(29)28-15-19-7-9-20(10-8-19)26(30)31/h2-6,11-12,14,19-20H,7-10,13,15-16H2,1H3,(H,28,29)(H,30,31)/t19-,20-
"	SKUGZRGAYUSNFO-MXVIHJGJSA-N
"trans-4-{[({[4-(4-Methoxyphenyl)-8-methyl-2-oxo-2H-chromen-7-yl]oxy}acetyl)amino]methyl}cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[[4-(4-methoxyphenyl)-8-methyl-2-oxo-2H-1-benzopyran-7-yl]oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H29NO7/c1-16-23(34-15-24(29)28-14-17-3-5-19(6-4-17)27(31)32)12-11-21-22(13-25(30)35-26(16)21)18-7-9-20(33-2)10-8-18/h7-13,17,19H,3-6,14-15H2,1-2H3,(H,28,29)(H,31,32)/t17-,19-
"	SYEOCUOTXUJMEV-UAPYVXQJSA-N
"trans-4-{[(2-{[4-(4-Methoxyphenyl)-2-oxo-2H-chromen-7-yl]oxy}propanoyl)amino]methyl}cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[[4-(4-methoxyphenyl)-2-oxo-2H-1-benzopyran-7-yl]oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H29NO7/c1-16(26(30)28-15-17-3-5-19(6-4-17)27(31)32)34-21-11-12-22-23(14-25(29)35-24(22)13-21)18-7-9-20(33-2)10-8-18/h7-14,16-17,19H,3-6,15H2,1-2H3,(H,28,30)(H,31,32)/t16?,17-,19-
"	UVOFNFYZAGDDSB-UTPHLMKXSA-N
"1-(2,5-Dimethoxyphenyl)-N-[3-(4-morpholinyl)propyl]-2H-beta-carboline-3-carboxamide
2H-Pyrido[3,4-b]indole-3-carboxamide, 1-(2,5-dimethoxyphenyl)-N-[3-(4-morpholinyl)propyl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30N4O4/c1-33-18-8-9-24(34-2)21(16-18)26-25-20(19-6-3-4-7-22(19)29-25)17-23(30-26)27(32)28-10-5-11-31-12-14-35-15-13-31/h3-4,6-9,16-17,30H,5,10-15H2,1-2H3,(H,28,32)
"	SXUGSBCTMDLZPH-UHFFFAOYSA-N
"1-(3,4-Dimethoxyphenyl)-N-[3-(4-morpholinyl)propyl]-2H-beta-carboline-3-carboxamide
2H-Pyrido[3,4-b]indole-3-carboxamide, 1-(3,4-dimethoxyphenyl)-N-[3-(4-morpholinyl)propyl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30N4O4/c1-33-23-9-8-18(16-24(23)34-2)25-26-20(19-6-3-4-7-21(19)29-26)17-22(30-25)27(32)28-10-5-11-31-12-14-35-15-13-31/h3-4,6-9,16-17,30H,5,10-15H2,1-2H3,(H,28,32)
"	VLGYOPHQGQZESI-UHFFFAOYSA-N
"beta-D-Glucopyranoside, 5,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-, inner salt
3-{[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy}-7-hydroxy-2-(4-hydroxyphenyl)-5-chromeniumolate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O14/c1-10-19(31)21(33)23(35)26(38-10)37-9-18-20(32)22(34)24(36)27(41-18)40-17-8-14-15(30)6-13(29)7-16(14)39-25(17)11-2-4-12(28)5-3-11/h2-8,10,18-24,26-27,31-36H,9H2,1H3,(H2-,28,29,30)/t10-,18+,19-,20+,21+,22-,23+,24+,26+,27+/m0/s1
"	IFYOHQQBIKDHFT-ASZXTAQUSA-N
"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-chromeniumyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside
beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O15/c1-9-19(32)21(34)23(36)26(39-9)38-8-18-20(33)22(35)24(37)27(42-18)41-17-7-12-14(30)5-11(28)6-16(12)40-25(17)10-2-3-13(29)15(31)4-10/h2-7,9,18-24,26-27,32-37H,8H2,1H3,(H3-,28,29,30,31)/t9-,18+,19-,20+,21+,22-,23+,24+,26?,27?/m0/s1
"	USNPULRDBDVJAO-GNVFRXNTSA-N
"beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-, inner salt
3-{[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy}-2-(3,4-dihydroxyphenyl)-7-hydroxy-5-chromeniumolate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O15/c1-9-19(32)21(34)23(36)26(39-9)38-8-18-20(33)22(35)24(37)27(42-18)41-17-7-12-14(30)5-11(28)6-16(12)40-25(17)10-2-3-13(29)15(31)4-10/h2-7,9,18-24,26-27,32-37H,8H2,1H3,(H3-,28,29,30,31)/t9-,18+,19-,20+,21+,22-,23+,24+,26+,27+/m0/s1
"	USNPULRDBDVJAO-FXCAAIILSA-N
"3-(beta-D-Glucopyranosyloxy)-7-hydroxy-2-(4-hydroxyphenyl)-5-chromeniumyl beta-D-glucopyranoside
beta-D-Glucopyranoside, 3-(beta-D-glucopyranosyloxy)-7-hydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium-5-yl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O15/c28-8-17-19(32)21(34)23(36)26(41-17)39-15-6-12(31)5-14-13(15)7-16(25(38-14)10-1-3-11(30)4-2-10)40-27-24(37)22(35)20(33)18(9-29)42-27/h1-7,17-24,26-29,32-37H,8-9H2,(H-,30,31)/t17-,18-,19-,20-,21+,22+,23-,24-,26-,27-/m1/s1
"	SLCKJKWFULXZBD-ZOTFFYTFSA-N
"2-(3,4-Dihydroxyphenyl)-3,7-bis(beta-D-glucopyranosyloxy)-5-chromeniumolate
beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-3-(beta-D-glucopyranosyloxy)-5-hydroxy-1-benzopyrylium-7-yl, inner salt
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O16/c28-7-17-19(33)21(35)23(37)26(42-17)39-10-4-13(31)11-6-16(41-27-24(38)22(36)20(34)18(8-29)43-27)25(40-15(11)5-10)9-1-2-12(30)14(32)3-9/h1-6,17-24,26-29,33-38H,7-8H2,(H2-,30,31,32)/t17-,18-,19-,20-,21+,22+,23-,24-,26-,27-/m1/s1
"	ULXBEUBSYSSVTP-ZOTFFYTFSA-N
"beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-3-(beta-D-glucopyranosyloxy)-7-hydroxy-1-benzopyrylium-5-yl, inner salt
2-(3,4-Dihydroxyphenyl)-3,5-bis(beta-D-glucopyranosyloxy)-7-chromeniumolate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O16/c28-7-17-19(33)21(35)23(37)26(42-17)40-15-5-10(30)4-14-11(15)6-16(25(39-14)9-1-2-12(31)13(32)3-9)41-27-24(38)22(36)20(34)18(8-29)43-27/h1-6,17-24,26-29,33-38H,7-8H2,(H2-,30,31,32)/t17-,18-,19-,20-,21+,22+,23-,24-,26-,27-/m1/s1
"	RDFLLVCQYHQOBU-ZOTFFYTFSA-N
"beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl 2-O-beta-D-glucopyranosyl-
2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-chromeniumyl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O16/c28-7-17-19(34)21(36)23(38)26(41-17)43-25-22(37)20(35)18(8-29)42-27(25)40-16-6-11-13(32)4-10(30)5-15(11)39-24(16)9-1-2-12(31)14(33)3-9/h1-6,17-23,25-29,34-38H,7-8H2,(H3-,30,31,32,33)/t17-,18-,19-,20-,21+,22+,23-,25-,26+,27?/m1/s1
"	SXYMMDGPXYVCER-HAHCJQHHSA-N
"3,5-Bis(beta-D-glucopyranosyloxy)-2-(3,4,5-trihydroxyphenyl)-7-chromeniumolate
beta-D-Glucopyranoside, 3-(beta-D-glucopyranosyloxy)-7-hydroxy-2-(3,4,5-trihydroxyphenyl)-1-benzopyrylium-5-yl, inner salt
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O17/c28-6-16-19(34)21(36)23(38)26(43-16)41-14-4-9(30)3-13-10(14)5-15(25(40-13)8-1-11(31)18(33)12(32)2-8)42-27-24(39)22(37)20(35)17(7-29)44-27/h1-5,16-17,19-24,26-29,34-39H,6-7H2,(H3-,30,31,32,33)/t16-,17-,19-,20-,21+,22+,23-,24-,26-,27-/m1/s1
"	XCTGXGVGJYACEI-LCENJUANSA-N
"5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)-3-chromeniumyl 2-O-beta-D-erythro-hexopyranosyl-beta-D-glycero-hexopyranoside
beta-D-glycero-Hexopyranoside, 5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1-benzopyrylium-3-yl 2-O-beta-D-erythro-hexopyranosyl-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H30O17/c28-6-16-19(35)21(37)23(39)26(42-16)44-25-22(38)20(36)17(7-29)43-27(25)41-15-5-10-11(31)3-9(30)4-14(10)40-24(15)8-1-12(32)18(34)13(33)2-8/h1-5,16-17,19-23,25-29,35-39H,6-7H2,(H4-,30,31,32,33,34)/t16-,17-,19-,20-,21-,22-,23-,25-,26?,27?/m0/s1
"	UYLDMCQVSGIZMI-KNPUFEMDSA-N
"trans-4-[({[(8,8-Dimethyl-2-oxo-4-propyl-9,10-dihydro-2H,8H-pyrano[2,3-f]chromen-5-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(9,10-dihydro-8,8-dimethyl-2-oxo-4-propyl-2H,8H-benzo[1,2-b:3,4-b']dipyran-5-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C27H35NO7/c1-4-5-18-12-23(30)34-25-19-10-11-27(2,3)35-20(19)13-21(24(18)25)33-15-22(29)28-14-16-6-8-17(9-7-16)26(31)32/h12-13,16-17H,4-11,14-15H2,1-3H3,(H,28,29)(H,31,32)/t16-,17-
"	UCGGBFYNJMDOGD-QAQDUYKDSA-N
